Owner/Repo,PR Number,agent,html_url,Issue Type,Severity,Message,File Name,StartLine,EndLine,Rule,additions,deletions,changed_files,changed_loc
MontrealAI/AGI-Alpha-Agent-v0,3010,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3010,CODE_SMELL,MINOR,Add logic to this except clause or eliminate it and rethrow the exception automatically.,PR_AGI-Alpha-Agent-v0_3010:scripts/fetch_assets.py,87,87,python:S2737,20.0,60.0,6.0,80.0
MontrealAI/AGI-Alpha-Agent-v0,950,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/950,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""audit.db"" 4 times.",PR_AGI-Alpha-Agent-v0_950:tests/test_demo_cli.py,50,50,python:S1192,56.0,11.0,3.0,67.0
MontrealAI/AGI-Alpha-Agent-v0,3813,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3813,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this method is empty, or complete the implementation.",PR_AGI-Alpha-Agent-v0_3813:alpha_factory_v1/demos/aiga_meta_evolution/utils.py,21,21,python:S1186,103.0,20.0,7.0,123.0
MontrealAI/AGI-Alpha-Agent-v0,3813,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3813,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this method is empty, or complete the implementation.",PR_AGI-Alpha-Agent-v0_3813:openai_agents/__init__.py,14,14,python:S1186,103.0,20.0,7.0,123.0
MontrealAI/AGI-Alpha-Agent-v0,3813,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3813,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this method is empty, or complete the implementation.",PR_AGI-Alpha-Agent-v0_3813:openai_agents/__init__.py,17,17,python:S1186,103.0,20.0,7.0,123.0
MontrealAI/AGI-Alpha-Agent-v0,3813,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3813,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this method is empty, or complete the implementation.",PR_AGI-Alpha-Agent-v0_3813:openai_agents/__init__.py,22,22,python:S1186,103.0,20.0,7.0,123.0
MontrealAI/AGI-Alpha-Agent-v0,3813,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3813,CODE_SMELL,MAJOR,"Rename function ""Tool"" to match the regular expression ^[a-z_][a-z0-9_]*$.",PR_AGI-Alpha-Agent-v0_3813:openai_agents/__init__.py,33,33,python:S1542,103.0,20.0,7.0,123.0
MontrealAI/AGI-Alpha-Agent-v0,738,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/738,CODE_SMELL,MAJOR,"Remove the unused function parameter ""prompt_messages"".",PR_AGI-Alpha-Agent-v0_738:alpha_factory_v1/demos/self_healing_repo/agent_core/llm_client.py,10,10,python:S1172,31.0,21.0,1.0,52.0
MontrealAI/AGI-Alpha-Agent-v0,3088,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3088,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal r""(../\1)"" 3 times.",PR_AGI-Alpha-Agent-v0_3088:scripts/generate_demo_docs.py,91,91,python:S1192,59.0,64.0,26.0,123.0
MontrealAI/AGI-Alpha-Agent-v0,2999,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2999,BUG,BLOCKER,Fix this call; this expression has type str and it is not callable.,PR_AGI-Alpha-Agent-v0_2999:tests/test_notebooks.py,36,41,python:S5756,61.0,39.0,27.0,100.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,MAJOR,Remove this commented out code.,PR_posthog_34554:dags/definitions.py,37,37,python:S125,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/api/max_tools.py,72,72,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""langgraph.graph.state.CompiledStateGraph.aget_state"" 5 times.",PR_posthog_34554:ee/api/test/test_conversation.py,293,293,python:S1192,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.,PR_posthog_34554:ee/hogai/assistant.py,174,174,python:S3776,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 42 to the 15 allowed.,PR_posthog_34554:ee/hogai/assistant.py,308,308,python:S3776,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,125,125,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,129,129,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,133,133,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,136,136,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,140,140,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,190,190,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,257,257,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,277,277,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/django_checkpoint/test/test_checkpointer.py,284,284,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,MAJOR,"Rename function ""MaxEval"" to match the regular expression ^[a-z_][a-z0-9_]*$.",PR_posthog_34554:ee/hogai/eval/conftest.py,32,32,python:S1542,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,MAJOR,Update this function so that its implementation is not identical to _run_eval_async on line 25.,PR_posthog_34554:ee/hogai/eval/eval_sql.py,33,33,python:S4144,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,PR_posthog_34554:ee/hogai/graph/root/nodes.py,482,482,python:S3776,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,BUG,BLOCKER,Replace this expression with an iterable object.,PR_posthog_34554:ee/hogai/test/test_assistant.py,535,535,python:S3862,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,PR_posthog_34554:posthog/api/error_tracking.py,602,602,python:S3776,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,PR_posthog_34554:posthog/session_recordings/session_recording_api.py,679,679,python:S3776,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""gpt-4.1"" 3 times.",PR_posthog_34554:products/cdp/backend/max_tools.py,91,91,python:S1192,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,PR_posthog_34554:products/revenue_analytics/backend/hogql_queries/revenue_analytics_query_runner.py,91,91,python:S3776,1.0,2.0,1.0,3.0
PostHog/posthog,34554,OpenAI_Codex,https://github.com/PostHog/posthog/pull/34554,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,PR_posthog_34554:products/revenue_analytics/backend/hogql_queries/revenue_analytics_revenue_query_runner.py,128,128,python:S3776,1.0,2.0,1.0,3.0
MontrealAI/AGI-Alpha-Agent-v0,3851,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3851,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""/docs"" 3 times.",PR_AGI-Alpha-Agent-v0_3851:tests/test_adk_gateway.py,67,67,python:S1192,33.0,5.0,4.0,38.0
MontrealAI/AGI-Alpha-Agent-v0,3804,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3804,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""alpha_factory_v1.demos.alpha_agi_insight_v1.src.interface.api_server"" 3 times.",PR_AGI-Alpha-Agent-v0_3804:tests/test_api_server_subprocess.py,36,36,python:S1192,7.0,7.0,3.0,14.0
MontrealAI/AGI-Alpha-Agent-v0,1917,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1917,CODE_SMELL,MAJOR,"Remove the unused function parameter ""user"".",PR_AGI-Alpha-Agent-v0_1917:alpha_factory_v1/demos/meta_agentic_agi_v3/curriculum/azr_engine.py,329,329,python:S1172,54.0,48.0,9.0,102.0
MontrealAI/AGI-Alpha-Agent-v0,1917,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1917,CODE_SMELL,MAJOR,"Remove the unused function parameter ""max_tokens"".",PR_AGI-Alpha-Agent-v0_1917:alpha_factory_v1/demos/meta_agentic_agi_v3/curriculum/azr_engine.py,329,329,python:S1172,54.0,48.0,9.0,102.0
MontrealAI/AGI-Alpha-Agent-v0,1917,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1917,CODE_SMELL,MAJOR,"Remove the unused function parameter ""temperature"".",PR_AGI-Alpha-Agent-v0_1917:alpha_factory_v1/demos/meta_agentic_agi_v3/curriculum/azr_engine.py,329,329,python:S1172,54.0,48.0,9.0,102.0
MontrealAI/AGI-Alpha-Agent-v0,1917,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1917,CODE_SMELL,MAJOR,"Remove the unused function parameter ""system"".",PR_AGI-Alpha-Agent-v0_1917:alpha_factory_v1/demos/meta_agentic_agi_v3/curriculum/azr_engine.py,329,329,python:S1172,54.0,48.0,9.0,102.0
cartography-cncf/cartography,1623,OpenAI_Codex,https://github.com/cartography-cncf/cartography/pull/1623,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""Snapshot for testing"" 4 times.",PR_cartography_1623:tests/integration/cartography/intel/aws/ec2/test_ec2_snapshots.py,156,156,python:S1192,363.0,126.0,9.0,489.0
sirk123au/ArrTools,30,OpenAI_Codex,https://github.com/sirk123au/ArrTools/pull/30,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,PR_ArrTools_30:radarr_add_from_list.py,308,308,python:S3776,7.0,0.0,1.0,7.0
PriorLabs/TabPFN,347,OpenAI_Codex,https://github.com/PriorLabs/TabPFN/pull/347,CODE_SMELL,MINOR,"Rename this local variable ""Xt"" to match the regular expression ^[_a-z][a-z0-9_]*$.",PR_TabPFN_347:tests/test_preprocessing.py,49,49,python:S117,3.0,5.0,1.0,8.0
neoneye/PlanExe,9,OpenAI_Codex,https://github.com/neoneye/PlanExe/pull/9,CODE_SMELL,MAJOR,Rename this variable; it shadows a builtin.,PR_PlanExe_9:src/schedule/tests/test_schedule.py,286,286,python:S5806,19.0,1.0,2.0,20.0
MontrealAI/AGI-Alpha-Agent-v0,3519,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3519,CODE_SMELL,MAJOR,Either remove or fill this block of code.,PR_AGI-Alpha-Agent-v0_3519:check_env.py,553,553,python:S108,16.0,2.0,2.0,18.0
MontrealAI/AGI-Alpha-Agent-v0,2472,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2472,CODE_SMELL,MAJOR,Remove this commented out code.,PR_AGI-Alpha-Agent-v0_2472:alpha_factory_v1/demos/aiga_meta_evolution/agent_aiga_entrypoint.py,1,1,python:S125,7.0,27.0,3.0,34.0
MontrealAI/AGI-Alpha-Agent-v0,80,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/80,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,PR_AGI-Alpha-Agent-v0_80:alpha_factory_v1/backend/trace_ws.py,131,131,python:S3776,4.0,3.0,1.0,7.0
MontrealAI/AGI-Alpha-Agent-v0,87,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/87,CODE_SMELL,MINOR,"Replace this use of a reluctant quantifier with ""[^\}]*"".",PR_AGI-Alpha-Agent-v0_87:alpha_factory_v1/backend/planner_agent.py,8,8,python:S5857,97.0,11.0,2.0,108.0
MontrealAI/AGI-Alpha-Agent-v0,883,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/883,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,PR_AGI-Alpha-Agent-v0_883:alpha_factory_v1/demos/alpha_agi_insight_v1/src/interface/cli.py,80,80,python:S3776,14.0,4.0,1.0,18.0
567-labs/instructor,1665,OpenAI_Codex,https://github.com/567-labs/instructor/pull/1665,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this function is empty, or complete the implementation.",PR_instructor_1665:tests/llm/test_writer/conftest.py,14,14,python:S1186,186.0,46.0,14.0,232.0
MontrealAI/AGI-Alpha-Agent-v0,3820,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3820,CODE_SMELL,CRITICAL,"Add a nested comment explaining why this method is empty, or complete the implementation.",PR_AGI-Alpha-Agent-v0_3820:stubs/google_adk/__init__.py,43,43,python:S1186,14.0,1.0,2.0,15.0
MontrealAI/AGI-Alpha-Agent-v0,3820,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3820,CODE_SMELL,CRITICAL,"Define a constant instead of duplicating this literal ""google.adk"" 3 times.",PR_AGI-Alpha-Agent-v0_3820:tests/__init__.py,20,20,python:S1192,14.0,1.0,2.0,15.0
MontrealAI/AGI-Alpha-Agent-v0,3820,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3820,CODE_SMELL,MAJOR,Either remove or fill this block of code.,PR_AGI-Alpha-Agent-v0_3820:tests/__init__.py,24,24,python:S108,14.0,1.0,2.0,15.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,PR_WorkflowAI_447:api/api/main_test.py,48,48,python:S3776,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/api/main_test.py,74,74,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,PR_WorkflowAI_447:api/api/routers/mcp/_mcp_service.py,519,519,python:S3776,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/api/routers/mcp/_mcp_service.py,614,614,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/core/providers/groq/groq_provider_test.py,309,309,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/core/services/customers/customer_service.py,119,119,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/openai_proxy/openai_proxy_test.py,779,779,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/run/bedrock_run_test.py,20,20,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/run/bedrock_run_test.py,46,46,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,MAJOR,Remove this commented out code.,PR_WorkflowAI_447:api/tests/component/run/failed_runs_test.py,188,188,python:S125,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/tasks/deployments_test.py,31,31,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/tasks/deployments_test.py,66,66,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,MAJOR,Remove this commented out code.,PR_WorkflowAI_447:api/tests/component/versions/test_save.py,9,9,python:S125,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/versions/test_save.py,19,19,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/versions/test_save.py,215,215,python:S1135,6.0,4.0,1.0,10.0
WorkflowAI/WorkflowAI,447,OpenAI_Codex,https://github.com/WorkflowAI/WorkflowAI/pull/447,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_WorkflowAI_447:api/tests/component/versions/test_save.py,261,261,python:S1135,6.0,4.0,1.0,10.0
MontrealAI/AGI-Alpha-Agent-v0,2305,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2305,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,PR_AGI-Alpha-Agent-v0_2305:alpha_factory_v1/demos/alpha_agi_insight_v1/src/interface/api_server.py,270,270,python:S3776,32.0,7.0,2.0,39.0
MontrealAI/AGI-Alpha-Agent-v0,2305,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2305,CODE_SMELL,BLOCKER,Refactor this method to not always return the same value.,PR_AGI-Alpha-Agent-v0_2305:alpha_factory_v1/demos/alpha_agi_insight_v1/src/interface/api_server.py,347,347,python:S3516,32.0,7.0,2.0,39.0
MontrealAI/AGI-Alpha-Agent-v0,2198,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2198,CODE_SMELL,MAJOR,Remove this commented out code.,PR_AGI-Alpha-Agent-v0_2198:alpha_factory_v1/demos/self_healing_repo/agent_core/diff_utils.py,1,1,python:S125,1.0,1.0,1.0,2.0
MontrealAI/AGI-Alpha-Agent-v0,2198,OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2198,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,PR_AGI-Alpha-Agent-v0_2198:alpha_factory_v1/demos/self_healing_repo/agent_core/diff_utils.py,19,19,python:S3776,1.0,1.0,1.0,2.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/cli/plugins.py,729,729,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/common/libs/pyiceberg.py,38,38,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/common/libs/pyiceberg.py,100,100,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/common/libs/sqlglot.py,478,478,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/destinations/dataset/dataset.py,177,177,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,MAJOR,"Remove the unused function parameter ""kwargs"".",PR_dlt_2707:dlt/destinations/dataset/relation.py,151,151,python:S1172,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/destinations/dataset/relation.py,160,160,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 38 to the 15 allowed.,PR_dlt_2707:dlt/destinations/dataset/utils.py,107,107,python:S3776,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,MAJOR,"Assign to ""orig_selects"" a value of type ""dict[int, str]"" instead of ""NoneType"" or update its type hint.",PR_dlt_2707:dlt/destinations/dataset/utils.py,122,122,python:S5890,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/destinations/impl/snowflake/sql_client.py,37,37,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,MAJOR,Either remove or fill this block of code.,PR_dlt_2707:dlt/destinations/impl/sqlalchemy/db_api_client.py,286,286,python:S108,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,MAJOR,Remove this commented out code.,PR_dlt_2707:dlt/transformations/lineage.py,60,60,python:S125,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,MAJOR,Remove this commented out code.,PR_dlt_2707:dlt/transformations/lineage.py,64,64,python:S125,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,CRITICAL,Replace this expression; used as a condition it will always be constant.,PR_dlt_2707:dlt/transformations/lineage.py,148,148,python:S5797,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/transformations/transformation.py,156,156,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/transformations/transformation.py,157,157,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,INFO,"Complete the task associated to this ""TODO"" comment.",PR_dlt_2707:dlt/transformations/transformation.py,167,167,python:S1135,3.0,3.0,2.0,6.0
dlt-hub/dlt,2707,OpenAI_Codex,https://github.com/dlt-hub/dlt/pull/2707,CODE_SMELL,MINOR,"Remove the unused local variable ""customers_relation"".",PR_dlt_2707:docs/website/docs/general-usage/dataset-access/dataset_snippets/dataset_snippets.py,65,65,python:S1481,3.0,3.0,2.0,6.0
